"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.52043722262117e-06,1.94443694059469,0.264,0.243,0.103458591298224,"Auco_NE, Neural cell","OG0000111"
9.69923547262032e-06,0.459062072097899,0.065,0.05,0.105401591880965,"Auco_NE, Neural cell","OG0004047"
9.84687926223416e-06,0.613468297211274,0.034,0.023,0.107006036942699,"Auco_NE, Neural cell","OG0009853"
9.90462786663353e-06,0.38874018394775,0.189,0.165,0.107633591026707,"Auco_NE, Neural cell","OG0000965"
9.91830317078709e-06,1.54005362287621,0.007,0.003,0.107782200556943,"Auco_NE, Neural cell","OG0006586"
9.9899960166686e-06,0.767457469949218,0.034,0.023,0.108561286713138,"Auco_NE, Neural cell","OG0002431"
1.00623597519906e-05,2.7626999350041,0.003,0.001,0.109347663424882,"Auco_NE, Neural cell","XLOC-013534#XLOC-013534"
1.00659302793381e-05,0.858190527596884,0.011,0.005,0.109386464345567,"Auco_NE, Neural cell","OG0011628"
1.00841772446796e-05,2.71736547070877,0.003,0.001,0.109584754117934,"Auco_NE, Neural cell","XLOC-013828#XLOC-013828"
1.01498652153926e-05,0.377038909973387,0.155,0.133,0.110298585295671,"Auco_NE, Neural cell","OG0000257"
1.01858346739038e-05,0.63372531558426,0.125,0.105,0.110689465401313,"Auco_NE, Neural cell","OG0000179"
1.0280770027473e-05,0.0601366264658327,0.19,0.165,0.11172112788855,"Auco_NE, Neural cell","OG0000464"
1.04165718894482e-05,1.0070010080462,0.017,0.01,0.113196886722634,"Auco_NE, Neural cell","OG0004864"
1.06669713232256e-05,0.0595286968336978,0.085,0.106,0.115917977369493,"Auco_NE, Neural cell","OG0000482"
1.07213308906799e-05,0.6608602427106,0.033,0.022,0.116508702789018,"Auco_NE, Neural cell","OG0000830"
1.08721976710365e-05,0.509101371465824,0.087,0.07,0.118148172091153,"Auco_NE, Neural cell","OG0000812"
1.0876912510094e-05,0.607441430255629,0.032,0.022,0.118199408247192,"Auco_NE, Neural cell","OG0000117"
1.11356550736099e-05,0.678658373235925,0.066,0.05,0.121011163684919,"Auco_NE, Neural cell","OG0013882"
1.12020928779189e-05,0.430458667459781,0.072,0.056,0.121733143304345,"Auco_NE, Neural cell","OG0013066"
1.16068791552187e-05,0.700498104126205,0.032,0.021,0.126131955779762,"Auco_NE, Neural cell","OG0007719"
1.23991726618461e-05,0.535733158402597,0.066,0.051,0.134741809316281,"Auco_NE, Neural cell","OG0005665"
1.2515796686802e-05,0.542446953704208,0.052,0.039,0.136009162595478,"Auco_NE, Neural cell","OG0001157"
1.27139525625395e-05,0.855983802030332,0.016,0.009,0.138162522497117,"Auco_NE, Neural cell","OG0013673"
1.29678755750992e-05,0.42497727365343,0.081,0.064,0.140921903874603,"Auco_NE, Neural cell","OG0006535"
1.31230655207731e-05,1.46366548651526,0.005,0.002,0.142608353014241,"Auco_NE, Neural cell","XLOC-001914#NAS15-CAEEL#P55115"
1.31239748832956e-05,0.622379913643259,0.052,0.039,0.142618235056773,"Auco_NE, Neural cell","OG0011439"
1.31382195806948e-05,1.2031086942501,0.014,0.007,0.14277303218341,"Auco_NE, Neural cell","OG0005477"
1.38341830675236e-05,0.387297212835098,0.081,0.064,0.150336067394779,"Auco_NE, Neural cell","OG0003821"
1.40825440427468e-05,0.730396444845057,0.048,0.036,0.153035006112529,"Auco_NE, Neural cell","OG0003160"
1.41195519747861e-05,1.56050706084736,0.005,0.002,0.153437171310001,"Auco_NE, Neural cell","XLOC-008300#XLOC-008300"
