"","orig.ident","nCount_RNA","nFeature_RNA","batch","percent.mt","RNA_snn_res.0.6","seurat_clusters"
"1_CELL67916_N1","au1",2322,578,"1",0,"18","18"
"1_CELL67918_N1","au1",2795,878,"1",0,"4","4"
"1_CELL67924_N1","au1",3780,1045,"1",0,"19","19"
"1_CELL67928_N1","au1",1362,547,"1",0,"15","15"
"1_CELL67949_N1","au1",1465,628,"1",0,"3","3"
"1_CELL67950_N1","au1",2054,503,"1",0,"18","18"
"1_CELL67956_N1","au1",1334,495,"1",0,"1","1"
"1_CELL67963_N1","au1",2321,733,"1",0,"8","8"
"1_CELL67971_N1","au1",1034,471,"1",0,"2","2"
"1_CELL67991_N1","au1",8916,1453,"1",0,"11","11"
"1_CELL67997_N1","au1",1025,445,"1",0,"17","17"
"1_CELL68040_N1","au1",1846,572,"1",0,"0","0"
"1_CELL68062_N1","au1",1170,507,"1",0,"7","7"
"1_CELL68072_N1","au1",2497,759,"1",0,"1","1"
"1_CELL68076_N1","au1",2687,588,"1",0,"16","16"
"1_CELL68087_N1","au1",1008,400,"1",0,"1","1"
"1_CELL68116_N1","au1",2365,584,"1",0,"0","0"
"1_CELL68124_N1","au1",4584,1072,"1",0,"3","3"
"1_CELL68136_N1","au1",2470,907,"1",0,"17","17"
"1_CELL68139_N1","au1",2545,491,"1",0,"0","0"
"1_CELL68146_N1","au1",2733,572,"1",0,"16","16"
"1_CELL68147_N1","au1",1018,439,"1",0,"0","0"
"1_CELL68149_N1","au1",2170,681,"1",0,"0","0"
"1_CELL68150_N1","au1",1092,471,"1",0,"1","1"
"1_CELL68155_N1","au1",2616,840,"1",0,"19","19"
"1_CELL68175_N1","au1",1624,631,"1",0,"7","7"
"1_CELL68186_N1","au1",1357,549,"1",0,"11","11"
"1_CELL68189_N1","au1",1233,572,"1",0,"3","3"
"1_CELL68212_N1","au1",1230,489,"1",0,"12","12"
"1_CELL68236_N1","au1",2447,515,"1",0,"0","0"
"1_CELL68239_N1","au1",2237,519,"1",0,"0","0"
"1_CELL68241_N1","au1",2352,630,"1",0,"15","15"
"1_CELL68254_N1","au1",1401,585,"1",0,"2","2"
"1_CELL68282_N1","au1",2525,783,"1",0,"20","20"
"1_CELL68300_N1","au1",2186,696,"1",0,"2","2"
"1_CELL68320_N1","au1",1264,521,"1",0,"1","1"
"1_CELL68335_N1","au1",2131,653,"1",0,"11","11"
"1_CELL68347_N1","au1",1102,532,"1",0,"1","1"
"1_CELL68359_N1","au1",1961,535,"1",0,"1","1"
"1_CELL68372_N1","au1",1643,657,"1",0,"0","0"
"1_CELL68384_N1","au1",1031,459,"1",0,"6","6"
"1_CELL68394_N1","au1",2438,685,"1",0,"4","4"
"1_CELL68407_N1","au1",1107,426,"1",0,"7","7"
"1_CELL68426_N1","au1",3017,679,"1",0,"1","1"
"1_CELL68436_N1","au1",1119,572,"1",0,"7","7"
"1_CELL68438_N1","au1",4313,972,"1",0,"9","9"
"1_CELL68449_N1","au1",2139,719,"1",0,"2","2"
"1_CELL68451_N1","au1",1558,614,"1",0,"5","5"
"1_CELL68458_N1","au1",1175,470,"1",0,"3","3"
"1_CELL68459_N1","au1",4206,1044,"1",0,"4","4"
"1_CELL68473_N1","au1",1284,559,"1",0,"2","2"
"1_CELL68478_N1","au1",1288,483,"1",0,"9","9"
"1_CELL68496_N1","au1",2630,866,"1",0,"2","2"
"1_CELL68508_N1","au1",4942,1101,"1",0,"17","17"
"1_CELL68529_N1","au1",2456,914,"1",0,"17","17"
"1_CELL68533_N1","au1",5164,994,"1",0,"20","20"
"1_CELL68536_N1","au1",2240,627,"1",0,"14","14"
"1_CELL68546_N1","au1",2669,765,"1",0,"2","2"
"1_CELL68554_N1","au1",2018,595,"1",0,"10","10"
"1_CELL68567_N1","au1",1365,490,"1",0,"4","4"
"1_CELL68586_N1","au1",1832,639,"1",0,"1","1"
"1_CELL68602_N1","au1",2284,591,"1",0,"11","11"
"1_CELL68625_N1","au1",3646,1046,"1",0,"2","2"
"1_CELL68642_N1","au1",1767,586,"1",0,"3","3"
"1_CELL68656_N1","au1",2510,750,"1",0,"17","17"
"1_CELL68657_N1","au1",1842,705,"1",0,"13","13"
"1_CELL68660_N1","au1",2833,1030,"1",0,"6","6"
"1_CELL68665_N1","au1",3168,949,"1",0,"5","5"
"1_CELL68668_N1","au1",4258,850,"1",0,"10","10"
"1_CELL68677_N1","au1",1235,596,"1",0,"1","1"
"1_CELL68685_N1","au1",1098,488,"1",0,"2","2"
"1_CELL68687_N1","au1",2180,625,"1",0,"0","0"
"1_CELL68689_N1","au1",1306,562,"1",0,"5","5"
"1_CELL68698_N1","au1",2312,776,"1",0,"6","6"
"1_CELL68700_N1","au1",1249,528,"1",0,"5","5"
"1_CELL68721_N1","au1",1261,420,"1",0,"11","11"
"1_CELL68723_N1","au1",4633,957,"1",0,"15","15"
"1_CELL68751_N1","au1",1946,745,"1",0,"1","1"
"1_CELL68757_N1","au1",1415,746,"1",0,"7","7"
"1_CELL68764_N1","au1",1379,578,"1",0,"3","3"
"1_CELL68778_N1","au1",2000,674,"1",0,"3","3"
"1_CELL68781_N1","au1",1307,552,"1",0,"8","8"
"1_CELL68785_N1","au1",1701,671,"1",0,"2","2"
"1_CELL68794_N1","au1",5550,1388,"1",0,"6","6"
"1_CELL68801_N1","au1",2042,724,"1",0,"7","7"
"1_CELL68806_N1","au1",1751,627,"1",0,"17","17"
"1_CELL68831_N1","au1",2254,725,"1",0,"5","5"
"1_CELL68836_N1","au1",2649,864,"1",0,"14","14"
"1_CELL68839_N1","au1",2962,594,"1",0,"11","11"
"1_CELL68845_N1","au1",1223,594,"1",0,"7","7"
"1_CELL68893_N1","au1",7183,1335,"1",0,"19","19"
"1_CELL68896_N1","au1",1318,510,"1",0,"1","1"
"1_CELL68904_N1","au1",5062,1101,"1",0,"2","2"
"1_CELL68907_N1","au1",1312,545,"1",0,"6","6"
"1_CELL68922_N1","au1",2107,795,"1",0,"6","6"
"1_CELL68937_N1","au1",1335,632,"1",0,"6","6"
"1_CELL68991_N1","au1",1109,519,"1",0,"8","8"
"1_CELL68995_N1","au1",1152,531,"1",0,"3","3"
"1_CELL69000_N1","au1",1696,586,"1",0,"11","11"
"1_CELL69012_N1","au1",1674,774,"1",0,"3","3"
"1_CELL69021_N1","au1",1833,656,"1",0,"4","4"
"1_CELL69025_N1","au1",2052,739,"1",0,"13","13"
"1_CELL69028_N1","au1",6268,1437,"1",0,"6","6"
"1_CELL69047_N1","au1",2540,664,"1",0,"0","0"
"1_CELL69098_N1","au1",3285,948,"1",0,"1","1"
"1_CELL69107_N1","au1",4582,1148,"1",0,"2","2"
"1_CELL69118_N1","au1",2393,716,"1",0,"2","2"
"1_CELL69120_N1","au1",1321,528,"1",0,"0","0"
"1_CELL69128_N1","au1",3937,965,"1",0,"8","8"
"1_CELL69132_N1","au1",2273,638,"1",0,"1","1"
"1_CELL69150_N1","au1",1959,509,"1",0,"4","4"
"1_CELL69163_N1","au1",1816,631,"1",0,"16","16"
"1_CELL69165_N1","au1",2526,762,"1",0,"5","5"
"1_CELL69182_N1","au1",2482,761,"1",0,"0","0"
"1_CELL69185_N1","au1",2486,745,"1",0,"15","15"
"1_CELL69200_N1","au1",2587,660,"1",0,"4","4"
"1_CELL69213_N1","au1",1318,398,"1",0,"16","16"
"1_CELL69228_N1","au1",1484,582,"1",0,"3","3"
"1_CELL69229_N1","au1",1717,632,"1",0,"8","8"
"1_CELL69230_N1","au1",1142,483,"1",0,"3","3"
"1_CELL69246_N1","au1",4752,1006,"1",0,"1","1"
"1_CELL69255_N1","au1",2040,474,"1",0,"16","16"
"1_CELL69269_N1","au1",1980,548,"1",0,"3","3"
"1_CELL69272_N1","au1",2186,719,"1",0,"10","10"
"1_CELL69278_N1","au1",1326,559,"1",0,"15","15"
"1_CELL69288_N1","au1",1192,406,"1",0,"15","15"
"1_CELL69293_N1","au1",1902,524,"1",0,"0","0"
"1_CELL69295_N1","au1",1398,573,"1",0,"6","6"
"1_CELL69299_N1","au1",3542,875,"1",0,"18","18"
"1_CELL69300_N1","au1",1273,533,"1",0,"8","8"
"1_CELL69301_N1","au1",2735,804,"1",0,"0","0"
"1_CELL69307_N1","au1",2033,648,"1",0,"13","13"
"1_CELL69310_N1","au1",1186,473,"1",0,"1","1"
"1_CELL69314_N1","au1",1520,560,"1",0,"2","2"
"1_CELL69316_N1","au1",1972,609,"1",0,"1","1"
"1_CELL69318_N1","au1",2090,715,"1",0,"1","1"
"1_CELL69321_N1","au1",2233,847,"1",0,"10","10"
"1_CELL69335_N1","au1",3548,988,"1",0,"5","5"
"1_CELL69351_N1","au1",4175,955,"1",0,"22","22"
"1_CELL69361_N1","au1",3120,987,"1",0,"15","15"
"1_CELL69378_N1","au1",1988,641,"1",0,"3","3"
"1_CELL69395_N1","au1",3545,920,"1",0,"2","2"
"1_CELL69405_N1","au1",5234,995,"1",0,"1","1"
"1_CELL69432_N1","au1",2251,861,"1",0,"13","13"
"1_CELL69447_N1","au1",1754,636,"1",0,"0","0"
"1_CELL69451_N1","au1",1958,584,"1",0,"11","11"
"1_CELL69452_N1","au1",1327,503,"1",0,"11","11"
"1_CELL69470_N1","au1",4121,1109,"1",0,"2","2"
"1_CELL69492_N1","au1",1027,399,"1",0,"0","0"
"1_CELL69497_N1","au1",1077,438,"1",0,"8","8"
"1_CELL69503_N1","au1",8851,1581,"1",0,"10","10"
"1_CELL69525_N1","au1",1593,614,"1",0,"1","1"
"1_CELL69534_N1","au1",3479,1008,"1",0,"6","6"
"1_CELL69537_N1","au1",2343,627,"1",0,"13","13"
"1_CELL69570_N1","au1",2107,768,"1",0,"0","0"
"1_CELL69580_N1","au1",3595,635,"1",0,"11","11"
"1_CELL69598_N1","au1",1172,493,"1",0,"1","1"
"1_CELL69626_N1","au1",1745,617,"1",0,"2","2"
"1_CELL69629_N1","au1",1935,622,"1",0,"0","0"
"1_CELL69632_N1","au1",1957,585,"1",0,"8","8"
"1_CELL69647_N1","au1",1622,713,"1",0,"6","6"
"1_CELL69648_N1","au1",2067,780,"1",0,"9","9"
"1_CELL69673_N1","au1",2782,760,"1",0,"1","1"
"1_CELL69680_N1","au1",1167,476,"1",0,"1","1"
"1_CELL69685_N1","au1",1307,529,"1",0,"1","1"
"1_CELL69690_N1","au1",1896,652,"1",0,"9","9"
"1_CELL69691_N1","au1",3149,937,"1",0,"4","4"
"1_CELL69696_N1","au1",2246,517,"1",0,"13","13"
"1_CELL69700_N1","au1",4313,755,"1",0,"16","16"
"1_CELL69723_N1","au1",2574,770,"1",0,"7","7"
"1_CELL69724_N1","au1",2077,502,"1",0,"0","0"
"1_CELL69754_N1","au1",2601,846,"1",0,"14","14"
"1_CELL69764_N1","au1",1809,721,"1",0,"6","6"
"1_CELL69777_N1","au1",1983,600,"1",0,"5","5"
"1_CELL69782_N1","au1",1888,563,"1",0,"5","5"
"1_CELL69784_N1","au1",1357,571,"1",0,"1","1"
"1_CELL69786_N1","au1",2925,641,"1",0,"15","15"
"1_CELL69797_N1","au1",2842,811,"1",0,"5","5"
"1_CELL69802_N1","au1",5560,1357,"1",0,"3","3"
"1_CELL69803_N1","au1",2408,979,"1",0,"6","6"
"1_CELL69809_N1","au1",1020,471,"1",0,"2","2"
"1_CELL69818_N1","au1",1937,600,"1",0,"9","9"
"1_CELL69819_N1","au1",1008,428,"1",0,"11","11"
"1_CELL69859_N1","au1",4499,994,"1",0,"1","1"
"1_CELL69901_N1","au1",1284,455,"1",0,"11","11"
"1_CELL69915_N1","au1",1440,410,"1",0,"4","4"
"1_CELL69916_N1","au1",2385,947,"1",0,"6","6"
"1_CELL69917_N1","au1",1071,425,"1",0,"17","17"
"1_CELL69924_N1","au1",2961,875,"1",0,"4","4"
"1_CELL69931_N1","au1",1422,537,"1",0,"10","10"
"1_CELL69969_N1","au1",1602,651,"1",0,"5","5"
"1_CELL69977_N1","au1",3381,886,"1",0,"2","2"
"1_CELL69989_N1","au1",1333,581,"1",0,"17","17"
"1_CELL70008_N1","au1",1852,609,"1",0,"20","20"
"1_CELL70018_N1","au1",1127,529,"1",0,"9","9"
"1_CELL70021_N1","au1",1218,539,"1",0,"1","1"
"1_CELL70031_N1","au1",1551,504,"1",0,"1","1"
"1_CELL70062_N1","au1",1148,509,"1",0,"0","0"
"1_CELL70069_N1","au1",1877,680,"1",0,"1","1"
"1_CELL70080_N1","au1",2145,688,"1",0,"7","7"
"1_CELL70114_N1","au1",1281,530,"1",0,"8","8"
"1_CELL70117_N1","au1",2219,611,"1",0,"2","2"
"1_CELL70126_N1","au1",2283,866,"1",0,"1","1"
"1_CELL70142_N1","au1",1922,707,"1",0,"2","2"
"1_CELL70166_N1","au1",1743,602,"1",0,"1","1"
"1_CELL70170_N1","au1",1204,490,"1",0,"21","21"
"1_CELL70177_N1","au1",1885,733,"1",0,"12","12"
"1_CELL70179_N1","au1",1937,717,"1",0,"6","6"
"1_CELL70181_N1","au1",1346,553,"1",0,"17","17"
"1_CELL70183_N1","au1",1062,525,"1",0,"11","11"
"1_CELL70189_N1","au1",1070,488,"1",0,"3","3"
"1_CELL70200_N1","au1",1510,534,"1",0,"9","9"
"1_CELL70209_N1","au1",1077,527,"1",0,"8","8"
"1_CELL70219_N1","au1",2060,678,"1",0,"0","0"
"1_CELL70222_N1","au1",1550,558,"1",0,"1","1"
"1_CELL70234_N1","au1",1690,808,"1",0,"7","7"
"1_CELL70239_N1","au1",1989,482,"1",0,"16","16"
"1_CELL70240_N1","au1",1296,371,"1",0,"0","0"
"1_CELL70242_N1","au1",3420,1121,"1",0,"6","6"
"1_CELL70250_N1","au1",1090,484,"1",0,"2","2"
"1_CELL70253_N1","au1",1992,756,"1",0,"5","5"
"1_CELL70255_N1","au1",1235,487,"1",0,"7","7"
"1_CELL70261_N1","au1",1261,421,"1",0,"16","16"
"1_CELL70262_N1","au1",1928,631,"1",0,"5","5"
"1_CELL70272_N1","au1",1825,495,"1",0,"11","11"
"1_CELL70282_N1","au1",2660,825,"1",0,"14","14"
"1_CELL70284_N1","au1",3653,878,"1",0,"16","16"
"1_CELL70288_N1","au1",2644,791,"1",0,"2","2"
"1_CELL70326_N1","au1",3346,1025,"1",0,"17","17"
"1_CELL70327_N1","au1",2039,637,"1",0,"4","4"
"1_CELL70328_N1","au1",3330,885,"1",0,"3","3"
"1_CELL70337_N1","au1",1421,503,"1",0,"4","4"
"1_CELL70338_N1","au1",1969,693,"1",0,"2","2"
"1_CELL70350_N1","au1",1345,594,"1",0,"12","12"
"1_CELL70355_N1","au1",1210,546,"1",0,"4","4"
"1_CELL70376_N1","au1",1051,516,"1",0,"0","0"
"1_CELL70380_N1","au1",1174,532,"1",0,"17","17"
"1_CELL70398_N1","au1",3926,1040,"1",0,"20","20"
"1_CELL70402_N1","au1",2006,719,"1",0,"6","6"
"1_CELL70421_N1","au1",2070,729,"1",0,"4","4"
"1_CELL70428_N1","au1",1215,491,"1",0,"3","3"
"1_CELL70434_N1","au1",1097,488,"1",0,"15","15"
"1_CELL70436_N1","au1",1316,452,"1",0,"8","8"
"1_CELL70443_N1","au1",1048,557,"1",0,"7","7"
"1_CELL70449_N1","au1",3014,845,"1",0,"3","3"
"1_CELL70464_N1","au1",4064,1226,"1",0,"7","7"
"1_CELL70480_N1","au1",1362,628,"1",0,"2","2"
"1_CELL70482_N1","au1",1936,708,"1",0,"3","3"
"1_CELL70533_N1","au1",2157,452,"1",0,"10","10"
"1_CELL70534_N1","au1",1410,510,"1",0,"0","0"
"1_CELL70537_N1","au1",1068,492,"1",0,"14","14"
"1_CELL70548_N1","au1",2026,743,"1",0,"0","0"
"1_CELL70556_N1","au1",5666,1391,"1",0,"9","9"
"1_CELL70564_N1","au1",1121,476,"1",0,"18","18"
"1_CELL70567_N1","au1",1078,486,"1",0,"1","1"
"1_CELL70582_N1","au1",3039,783,"1",0,"1","1"
"1_CELL70585_N1","au1",1324,489,"1",0,"4","4"
"1_CELL70586_N1","au1",1147,479,"1",0,"7","7"
"1_CELL70587_N1","au1",2375,707,"1",0,"3","3"
"1_CELL70605_N1","au1",1450,642,"1",0,"0","0"
"1_CELL70607_N1","au1",2065,589,"1",0,"11","11"
"1_CELL70609_N1","au1",1239,481,"1",0,"8","8"
"1_CELL70611_N1","au1",2967,901,"1",0,"4","4"
"1_CELL70617_N1","au1",2669,737,"1",0,"2","2"
"1_CELL70619_N1","au1",1335,535,"1",0,"1","1"
"1_CELL70630_N1","au1",1047,419,"1",0,"6","6"
"1_CELL70658_N1","au1",2096,705,"1",0,"0","0"
"1_CELL70677_N1","au1",1567,619,"1",0,"13","13"
"1_CELL70678_N1","au1",2740,864,"1",0,"19","19"
"1_CELL70683_N1","au1",2788,743,"1",0,"0","0"
"1_CELL70686_N1","au1",2049,624,"1",0,"0","0"
"1_CELL70692_N1","au1",1904,625,"1",0,"0","0"
"1_CELL70699_N1","au1",4027,902,"1",0,"20","20"
"1_CELL70708_N1","au1",1537,699,"1",0,"2","2"
"1_CELL70711_N1","au1",1526,542,"1",0,"8","8"
"1_CELL70718_N1","au1",2804,778,"1",0,"1","1"
"1_CELL70719_N1","au1",1163,405,"1",0,"19","19"
"1_CELL70721_N1","au1",4317,1032,"1",0,"13","13"
"1_CELL70725_N1","au1",9263,1121,"1",0,"0","0"
"1_CELL70729_N1","au1",1350,602,"1",0,"8","8"
"1_CELL70743_N1","au1",1851,580,"1",0,"0","0"
"1_CELL70744_N1","au1",2591,775,"1",0,"1","1"
"1_CELL70750_N1","au1",2151,623,"1",0,"0","0"
"1_CELL70751_N1","au1",1075,448,"1",0,"14","14"
"1_CELL70771_N1","au1",1881,601,"1",0,"4","4"
"1_CELL70775_N1","au1",2003,693,"1",0,"1","1"
"1_CELL70784_N1","au1",1513,655,"1",0,"3","3"
"1_CELL70799_N1","au1",1280,477,"1",0,"9","9"
"1_CELL70804_N1","au1",1916,707,"1",0,"1","1"
"1_CELL70824_N1","au1",5492,1053,"1",0,"1","1"
"1_CELL70834_N1","au1",1376,496,"1",0,"1","1"
"1_CELL70835_N1","au1",1491,619,"1",0,"5","5"
"1_CELL70844_N1","au1",1416,640,"1",0,"2","2"
"1_CELL70850_N1","au1",1073,519,"1",0,"3","3"
"1_CELL70852_N1","au1",1742,593,"1",0,"14","14"
"1_CELL70863_N1","au1",1785,679,"1",0,"12","12"
"1_CELL70872_N1","au1",2746,860,"1",0,"5","5"
"1_CELL70883_N1","au1",5110,1100,"1",0,"18","18"
"1_CELL70884_N1","au1",2982,820,"1",0,"4","4"
"1_CELL70893_N1","au1",2758,738,"1",0,"11","11"
"1_CELL70899_N1","au1",2294,837,"1",0,"1","1"
"1_CELL70903_N1","au1",1048,414,"1",0,"0","0"
"1_CELL70904_N1","au1",1730,608,"1",0,"0","0"
"1_CELL70936_N1","au1",2401,817,"1",0,"17","17"
"1_CELL70939_N1","au1",1301,568,"1",0,"10","10"
"1_CELL70944_N1","au1",1629,648,"1",0,"5","5"
"1_CELL70952_N1","au1",2424,766,"1",0,"0","0"
"1_CELL70953_N1","au1",3876,1058,"1",0,"13","13"
"1_CELL70956_N1","au1",1878,605,"1",0,"9","9"
"1_CELL70963_N1","au1",3043,881,"1",0,"8","8"
"1_CELL70995_N1","au1",2788,882,"1",0,"8","8"
"1_CELL70997_N1","au1",2333,552,"1",0,"0","0"
"1_CELL71007_N1","au1",2380,685,"1",0,"16","16"
"1_CELL71015_N1","au1",1880,576,"1",0,"5","5"
"1_CELL71017_N1","au1",3497,962,"1",0,"2","2"
"1_CELL71061_N1","au1",1598,697,"1",0,"6","6"
"1_CELL71082_N1","au1",8951,1780,"1",0,"14","14"
"1_CELL71087_N1","au1",20666,1759,"1",0,"0","0"
"1_CELL71100_N1","au1",1961,658,"1",0,"5","5"
"1_CELL71102_N1","au1",2866,831,"1",0,"1","1"
"1_CELL71110_N1","au1",2252,901,"1",0,"10","10"
"1_CELL71125_N1","au1",1093,379,"1",0,"15","15"
"1_CELL71141_N1","au1",4440,1098,"1",0,"3","3"
"1_CELL71179_N1","au1",1093,495,"1",0,"0","0"
"1_CELL71185_N1","au1",1718,674,"1",0,"3","3"
"1_CELL71190_N1","au1",3499,900,"1",0,"7","7"
"1_CELL71195_N1","au1",2598,699,"1",0,"16","16"
"1_CELL71199_N1","au1",1193,379,"1",0,"4","4"
"1_CELL71254_N1","au1",1786,760,"1",0,"6","6"
"1_CELL71276_N1","au1",2704,803,"1",0,"4","4"
"1_CELL71311_N1","au1",4994,1253,"1",0,"10","10"
"1_CELL71313_N1","au1",1236,570,"1",0,"7","7"
"1_CELL71318_N1","au1",1630,609,"1",0,"22","22"
"1_CELL71334_N1","au1",2273,683,"1",0,"2","2"
"1_CELL71337_N1","au1",1133,426,"1",0,"7","7"
"1_CELL71358_N1","au1",1528,455,"1",0,"15","15"
"1_CELL71391_N1","au1",1042,428,"1",0,"0","0"
"1_CELL71398_N1","au1",1024,513,"1",0,"2","2"
"1_CELL71411_N1","au1",1127,507,"1",0,"9","9"
"1_CELL71425_N1","au1",2691,657,"1",0,"11","11"
"1_CELL71435_N1","au1",2122,764,"1",0,"8","8"
"1_CELL71445_N1","au1",2166,707,"1",0,"13","13"
"1_CELL71446_N1","au1",2134,450,"1",0,"0","0"
"1_CELL71452_N1","au1",1054,480,"1",0,"3","3"
"1_CELL71454_N1","au1",1007,525,"1",0,"11","11"
"1_CELL71462_N1","au1",1431,660,"1",0,"7","7"
"1_CELL71463_N1","au1",3968,642,"1",0,"18","18"
"1_CELL71477_N1","au1",2370,807,"1",0,"2","2"
"1_CELL71478_N1","au1",2339,895,"1",0,"1","1"
"1_CELL71496_N1","au1",1125,474,"1",0,"14","14"
"1_CELL71509_N1","au1",2245,643,"1",0,"8","8"
"1_CELL71511_N1","au1",1168,499,"1",0,"17","17"
"1_CELL71516_N1","au1",2290,784,"1",0,"3","3"
"1_CELL71530_N1","au1",1857,582,"1",0,"1","1"
"1_CELL71543_N1","au1",3268,785,"1",0,"11","11"
"1_CELL71551_N1","au1",2083,632,"1",0,"9","9"
"1_CELL71561_N1","au1",1822,647,"1",0,"0","0"
"1_CELL71569_N1","au1",1766,654,"1",0,"1","1"
"1_CELL71575_N1","au1",1382,599,"1",0,"10","10"
"1_CELL71580_N1","au1",3352,968,"1",0,"3","3"
"1_CELL71581_N1","au1",1575,642,"1",0,"12","12"
"1_CELL71586_N1","au1",1895,678,"1",0,"13","13"
"1_CELL71604_N1","au1",3569,734,"1",0,"16","16"
"1_CELL71605_N1","au1",1619,621,"1",0,"5","5"
"1_CELL71606_N1","au1",1131,482,"1",0,"13","13"
"1_CELL71616_N1","au1",2198,758,"1",0,"1","1"
"1_CELL71618_N1","au1",2440,634,"1",0,"4","4"
"1_CELL71627_N1","au1",1199,569,"1",0,"5","5"
"1_CELL71646_N1","au1",3766,1213,"1",0,"6","6"
"1_CELL71652_N1","au1",1355,545,"1",0,"8","8"
"1_CELL71657_N1","au1",1879,560,"1",0,"0","0"
"1_CELL71664_N1","au1",2820,916,"1",0,"7","7"
"1_CELL71686_N1","au1",1077,453,"1",0,"12","12"
"1_CELL71731_N1","au1",6572,1280,"1",0,"1","1"
"1_CELL71736_N1","au1",1473,548,"1",0,"0","0"
"1_CELL71756_N1","au1",1394,581,"1",0,"8","8"
"1_CELL71757_N1","au1",2177,770,"1",0,"14","14"
"1_CELL71777_N1","au1",1079,460,"1",0,"0","0"
"1_CELL71780_N1","au1",1090,427,"1",0,"9","9"
"1_CELL71781_N1","au1",3317,768,"1",0,"0","0"
"1_CELL71784_N1","au1",1996,466,"1",0,"0","0"
"1_CELL71795_N1","au1",1712,651,"1",0,"7","7"
"1_CELL71810_N1","au1",9573,1339,"1",0,"20","20"
"1_CELL71812_N1","au1",2215,785,"1",0,"12","12"
"1_CELL71817_N1","au1",2024,585,"1",0,"11","11"
"1_CELL71819_N1","au1",1892,663,"1",0,"2","2"
"1_CELL71837_N1","au1",1066,465,"1",0,"0","0"
"1_CELL71841_N1","au1",1213,529,"1",0,"10","10"
"1_CELL71859_N1","au1",1120,450,"1",0,"1","1"
"1_CELL71863_N1","au1",3410,809,"1",0,"15","15"
"1_CELL71876_N1","au1",2456,719,"1",0,"14","14"
"1_CELL71903_N1","au1",1091,495,"1",0,"0","0"
"1_CELL71910_N1","au1",2342,599,"1",0,"11","11"
"1_CELL71919_N1","au1",4694,1074,"1",0,"2","2"
"1_CELL71925_N1","au1",1057,504,"1",0,"13","13"
"1_CELL71928_N1","au1",6095,1170,"1",0,"1","1"
"1_CELL71931_N1","au1",1908,688,"1",0,"6","6"
"1_CELL71942_N1","au1",2035,802,"1",0,"2","2"
"1_CELL71944_N1","au1",2031,767,"1",0,"6","6"
"1_CELL71956_N1","au1",1608,657,"1",0,"5","5"
"1_CELL71986_N1","au1",1137,478,"1",0,"3","3"
"1_CELL72021_N1","au1",1066,443,"1",0,"6","6"
"1_CELL72042_N1","au1",1142,462,"1",0,"22","22"
"1_CELL72046_N1","au1",1099,493,"1",0,"5","5"
"1_CELL72059_N1","au1",1006,554,"1",0,"2","2"
"1_CELL72067_N1","au1",1026,464,"1",0,"0","0"
"1_CELL72084_N1","au1",1211,531,"1",0,"21","21"
"1_CELL72087_N1","au1",1444,565,"1",0,"9","9"
"1_CELL72092_N1","au1",1727,704,"1",0,"3","3"
"1_CELL72096_N1","au1",4276,1228,"1",0,"12","12"
"1_CELL72098_N1","au1",1693,623,"1",0,"2","2"
"1_CELL72100_N1","au1",1699,434,"1",0,"11","11"
"1_CELL72102_N1","au1",4542,948,"1",0,"14","14"
"1_CELL72144_N1","au1",1972,605,"1",0,"8","8"
"1_CELL72165_N1","au1",1933,622,"1",0,"14","14"
"1_CELL72166_N1","au1",1659,614,"1",0,"0","0"
"1_CELL72171_N1","au1",4361,1174,"1",0,"5","5"
"1_CELL72203_N1","au1",2536,662,"1",0,"4","4"
"1_CELL72227_N1","au1",4393,923,"1",0,"1","1"
"1_CELL72228_N1","au1",2528,1038,"1",0,"7","7"
"1_CELL72245_N1","au1",1460,663,"1",0,"7","7"
"1_CELL72247_N1","au1",1010,428,"1",0,"0","0"
"1_CELL72248_N1","au1",1782,630,"1",0,"17","17"
"1_CELL72257_N1","au1",1841,570,"1",0,"14","14"
"1_CELL72258_N1","au1",2939,769,"1",0,"1","1"
"1_CELL72268_N1","au1",12992,1809,"1",0,"4","4"
"1_CELL72295_N1","au1",3331,750,"1",0,"3","3"
"1_CELL72310_N1","au1",4257,1058,"1",0,"1","1"
"1_CELL72324_N1","au1",1150,500,"1",0,"6","6"
"1_CELL72325_N1","au1",2020,626,"1",0,"8","8"
"1_CELL72326_N1","au1",3349,764,"1",0,"1","1"
"1_CELL72328_N1","au1",1244,472,"1",0,"1","1"
"1_CELL72331_N1","au1",1305,522,"1",0,"14","14"
"1_CELL72334_N1","au1",1199,567,"1",0,"3","3"
"1_CELL72335_N1","au1",1814,759,"1",0,"6","6"
"1_CELL72354_N1","au1",1464,621,"1",0,"2","2"
"1_CELL72363_N1","au1",2662,628,"1",0,"2","2"
"1_CELL72369_N1","au1",3356,815,"1",0,"13","13"
"1_CELL72375_N1","au1",4483,1169,"1",0,"1","1"
"1_CELL72377_N1","au1",2828,736,"1",0,"1","1"
"1_CELL72379_N1","au1",5862,1414,"1",0,"19","19"
"1_CELL72408_N1","au1",3193,1118,"1",0,"6","6"
"1_CELL72428_N1","au1",1335,585,"1",0,"13","13"
"1_CELL72447_N1","au1",2477,819,"1",0,"0","0"
"1_CELL72449_N1","au1",1862,734,"1",0,"0","0"
"1_CELL72464_N1","au1",1597,521,"1",0,"17","17"
"1_CELL72476_N1","au1",2650,564,"1",0,"11","11"
"1_CELL72533_N1","au1",1498,442,"1",0,"4","4"
